,gmrt_in_air1,gmrt_on_paper1,max_x_extension1,max_y_extension1,paper_time1,pressure_mean1,pressure_var1,total_time1,air_time2,gmrt_in_air2,max_x_extension2,max_y_extension2,pressure_mean2,pressure_var2,total_time2,gmrt_in_air3,max_x_extension3,max_y_extension3,paper_time3,pressure_mean3,pressure_var3,total_time3,gmrt_in_air4,max_x_extension4,max_y_extension4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time5,gmrt_in_air5,max_x_extension5,max_y_extension5,pressure_mean5,pressure_var5,total_time5,gmrt_in_air6,max_x_extension6,max_y_extension6,paper_time6,pressure_mean6,pressure_var6,total_time6,gmrt_in_air7,gmrt_on_paper7,max_x_extension7,max_y_extension7,paper_time7,pressure_mean7,pressure_var7,total_time7,gmrt_in_air8,max_x_extension8,max_y_extension8,paper_time8,pressure_mean8,pressure_var8,total_time8,gmrt_in_air9,max_x_extension9,max_y_extension9,paper_time9,pressure_mean9,pressure_var9,total_time9,air_time10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,pressure_mean10,pressure_var10,total_time10,gmrt_in_air11,max_x_extension11,max_y_extension11,paper_time11,pressure_mean11,pressure_var11,total_time11,gmrt_in_air12,max_x_extension12,max_y_extension12,paper_time12,pressure_mean12,pressure_var12,total_time12,gmrt_in_air13,max_x_extension13,max_y_extension13,paper_time13,pressure_mean13,pressure_var13,total_time13,gmrt_in_air14,max_x_extension14,max_y_extension14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time15,gmrt_in_air15,max_x_extension15,max_y_extension15,pressure_mean15,pressure_var15,total_time15,air_time16,gmrt_in_air16,max_x_extension16,max_y_extension16,pressure_mean16,pressure_var16,total_time16,air_time17,gmrt_in_air17,max_x_extension17,max_y_extension17,pressure_mean17,pressure_var17,total_time17,air_time18,gmrt_in_air18,max_x_extension18,max_y_extension18,pressure_mean18,pressure_var18,total_time18,max_x_extension19,max_y_extension19,paper_time19,pressure_mean19,pressure_var19,total_time19,air_time20,gmrt_in_air20,max_x_extension20,max_y_extension20,pressure_mean20,pressure_var20,total_time20,air_time21,gmrt_in_air21,max_x_extension21,max_y_extension21,pressure_mean21,pressure_var21,total_time21,max_x_extension22,max_y_extension22,paper_time22,pressure_mean22,pressure_var22,total_time22,air_time23,gmrt_in_air23,max_x_extension23,max_y_extension23,pressure_mean23,pressure_var23,total_time23,max_x_extension24,max_y_extension24,paper_time24,pressure_mean24,pressure_var24,total_time24,air_time25,max_x_extension25,max_y_extension25,pressure_mean25,pressure_var25,total_time25,class
7,284.0156545,154.7838815,2883,4663,4130,1949.090799,62846.49418,5640,6745,86.07557862,566,4679,2018.0,24786.00153,13285,187.8055358,4276,224,4035,1947.11772,57676.83001,5490,171.4508025,4159,4265,16005,1960.933458,40637.29923,16545,2015,77.41808053,2410,2318,1999.96476,13700.47883,10670,144.4446754,1574,2874,2440,1626.629098,244372.4383,10870,204.7597735,181.6397008,12116,1449,4585,1703.350055,242501.0018,8090,163.0039064,1311,1498,1980,1911.161616,49614.92843,2455,168.7763264,1366,1789,3365,2013.206538,28288.13119,3770,9975,86.78300288,230.2857553,1681,1976,1736.827907,151066.6215,12125,57.52358904,1815,1872,2045,1605.579462,163826.0676,17595,120.7285885,883,3553,6020,1744.061462,144239.1756,11175,225.5778918,1189,4638,4975,1657.584925,211327.9172,6495,194.8142428,1946,6946,5050,1685.537624,203091.7001,7135,16480,60.5528134,949,3558,1112.310084,249451.4291,22430,15130,127.1552843,842,2327,1617.933333,320044.446,18205,13980,338.7221798,12251,12345,1575.903398,256492.3568,27075,2530,141.2359837,848,2100,1584.535817,303613.0281,4275,7107,9359,22520,1549.473801,210547.0739,97085,2360,180.7322451,1579,8390,1803.403556,145607.1811,7985,480,1310.948854,8709,15558,1757.57231,91156.74306,15070,710,4544,3755,1650.832224,258409.125,14330,9795,108.8277339,1276,5496,1494.289024,319226.9152,13895,7602,7540,12275,1486.864766,397660.1088,41835,12685,4839,15369,1783.093999,183403.1459,40345,1
43,246.2915804,437.9511333,2027,6751,1730,1759.450867,142712.4615,4785,1990,263.6804701,316,4413,963.1078431,73554.00709,7600,73.73527683,3914,257,5195,1619.562079,129030.9218,6455,43.36880971,4258,4364,31040,1988.612597,36219.64228,32020,1370,124.0088784,2695,2641,1960.82402,65248.82667,22935,360.6819279,1523,4326,1430,1311.083916,191483.2027,4770,296.7712146,379.4449143,12928,1066,2165,1311.069284,232692.0645,6740,244.5787505,602,1826,2750,1656.070909,34070.14952,3360,517.1411612,5511,9326,7470,1792.948461,99667.32064,12095,350,923.4866089,332.3661947,2151,4799,1892.598901,132244.123,3080,424.0603508,1938,4678,2940,1928.421769,106707.3629,3425,312.4906807,1047,4978,2900,1288.781034,121797.209,4165,1089.277686,2644,9565,6110,2011.575286,33804.99229,13050,620.9737197,8491,12714,10085,1746.123946,132762.525,16129,10025,148.3305127,1524,4930,1217.648579,249948.6414,13895,3055,171.667914,691,2971,1208.753316,211080.1646,4940,8015,489.3704205,12111,14952,1769.636337,223924.1761,24995,1645,167.4235531,1343,3967,1546.782486,153196.0968,3415,6569,6241,40870,1743.866161,251404.9674,91955,6935,307.6712868,1273,9364,1195.00934,169348.572,15500,13175,437.533726,9546,13036,1866.31159,61418.79296,37550,1550,10188,9505,1586.457128,147070.043,21640,4460,228.9516664,1932,12636,1413.15099,173295.3609,8500,7550,8441,9255,1878.714749,196089.0553,23040,34115,5935,11075,1263.30132,183654.8507,80710,1
70,220.7212483,234.8107821,1856,9891,5485,1634.164084,178539.6504,8365,580,158.0829383,452,5816,1993.957295,34844.87837,4795,348.9809598,4322,440,2925,1961.338462,68759.53673,3555,376.612254,3379,2486,2650,1941.862264,62340.14895,5055,6510,252.2789529,5857,6232,1935.457114,84330.84993,21200,208.1772141,5544,6387,3240,1721.975309,293698.8728,7400,166.8473689,298.1106371,12242,2838,2960,1765.548986,242785.055,21595,1018.921739,4872,7166,2705,1897.744917,114904.6115,3045,130.364623,1947,5650,8390,1967.131108,63407.84574,15485,5330,153.7883067,265.6201239,2278,4806,1894.558442,125249.0291,8410,116.228637,1848,4869,3650,1735.456164,272946.733,6640,866.5166969,1015,5910,3715,2023.672948,15992.16625,5090,154.0622987,1242,8609,6210,1845.745572,181710.8435,9970,188.7671108,2392,16357,12865,1862.137583,101767.5388,39580,63035,99.76481477,1568,3563,1578.406521,238907.957,72850,820,248.3482055,627,2010,1991.52907,50527.38869,2540,21985,192.8229127,12369,14500,1668.387258,295745.5515,42940,650,353.6346554,1417,4096,1996.873272,40920.98624,2820,7342,10539,25625,1925.246829,98712.68737,61950,4175,144.4152767,1184,8804,1786.199275,229836.1704,9695,1450,586.2716142,9351,16042,2040.879408,7557.79954,43700,663,4328,5500,1623.24,212408.0024,11115,2850,171.6276948,1197,8214,1875.041761,149108.426,7280,6981,7896,19555,1971.466121,87037.1003,62520,117560,8031,18278,1648.887111,229738.5721,172880,1
133,210.8085476,192.7096282,2272,7044,4655,1904.216971,129470.7027,6930,795,326.6373541,527,4704,1880.635379,154295.3532,4950,121.3700553,4147,231,4470,2011.025727,46395.15482,5940,306.2592377,4210,4108,8870,1989.063698,56399.56471,9700,590,108.1537554,2359,2469,2028.233506,24268.05091,16050,143.5048676,1518,2682,1690,1854.718935,143769.1784,4740,251.32176,437.4417371,12725,818,2015,1914.059553,107783.6143,7195,138.0358534,1448,2698,1655,2012.084592,39196.8146,2735,224.8242864,922,3104,4675,2028.053476,19857.02602,5565,1405,135.7500082,200.586691,1380,2322,1763.417411,178770.0423,3645,189.6174307,1407,2398,2105,1709.819477,185752.357,7650,433.3311512,1112,5940,2495,1800.248497,163042.0865,4340,267.8728592,509,3540,3740,1939.054813,73690.18282,4605,167.5840294,3788,3027,7530,1729.082337,168094.9839,11945,5960,246.1921732,1808,4930,1707.331053,240498.9684,9615,825,400.853153,768,3748,1781.307229,199470.7791,2485,14830,264.7418576,11636,12737,1652.310479,223227.5064,30290,335,636.1583577,1368,4468,1793.731527,181844.487,2365,7477,10134,20715,1704.72894,208176.2193,61145,2585,237.2513995,2426,14494,1829.240172,142483.715,9580,19805,160.2668898,9166,15436,1916.040919,119419.932,46565,931,6884,4230,1729.07565,194677.7768,5955,3840,195.4440377,1074,8532,1763.714106,190259.7709,7810,8502,8655,14405,1805.886498,183661.8472,39535,16960,7238,14683,1778.996189,164438.1775,48445,0
110,324.458938,180.7695137,1382,6677,4025,1717.35528,219796.1645,5295,2275,106.4197182,108,4446,1984.027042,71588.18068,11150,160.3634764,4067,318,4650,1963.845161,59359.78248,5150,647.96522,4192,4321,18665,2038.790517,11330.71958,19275,615,52.91752288,2333,2436,2020.642668,29269.75219,13810,150.0206436,1781,3478,1170,1837.247863,174918.4599,3040,285.7044266,546.1856944,12348,1067,1510,1755.145695,236408.694,3780,141.1569423,1994,3880,2970,1992.569024,60003.34625,5000,63.8893038,1066,3916,4020,1525.860697,381441.5826,7550,5750,42.46040704,260.9682918,1330,2543,1871.073171,150500.141,7390,131.6125472,1284,2275,1605,1580.05919,230997.0214,2620,708.7864174,1623,5991,3720,2011.459677,39857.57095,4180,73.80360911,441,3357,2190,1629.56621,164690.8666,3710,261.9006839,4551,3747,5450,1700.922018,190791.1214,7655,2250,209.2341245,1480,3375,1979.068452,94135.46496,10650,670,249.917225,741,2547,2004.871622,47437.94974,4370,7720,346.2128325,11228,12292,1484.953411,223108.9487,19740,620,201.419036,925,2914,1997.386635,49493.34932,2715,7402,9925,18570,1920.072159,111813.3179,40045,3435,173.5146323,1413,10262,1956.573855,82631.42475,10205,2135,437.3850449,9562,15331,2034.142116,13685.63133,25250,943,5946,4105,1907.527406,141478.8924,5985,3320,180.663471,1076,7136,1897.377612,128233.5455,6670,7415,8283,8760,1875.148402,160581.0008,23820,18435,5614,13317,1876.255079,154462.6802,49935,0
91,250.5218407,184.7671356,1850,4617,3925,1853.26879,91276.26788,4905,920,104.3837125,593,4625,1901.092017,107402.5674,9125,40.91146362,4266,168,5970,2012.147404,35415.49586,6870,601.0236882,4251,4140,20975,2009.983313,33716.54227,26320,560,142.7463019,2566,2542,2020.617857,26966.55397,6160,213.9614136,2221,4456,1220,1522.643443,241610.4016,4640,339.8691607,653.1774491,15302,2386,1760,1771.286932,138078.5057,5100,557.4380412,1378,2797,2175,1922.190805,151322.3153,2425,212.67669,1439,3477,2440,1835.418033,239420.1449,5665,1330,166.8097468,269.7770917,1792,2887,1798.9375,179693.5467,3010,138.8719806,1862,2394,1525,1794.160656,155173.8266,3030,397.9330149,694,4727,2085,1923.573141,102688.4173,2745,419.8488226,586,4557,1835,1683.188011,228252.7412,2565,292.1910105,1917,12416,4830,1871.460663,104937.2422,7720,18035,81.6146426,1853,5587,1506.449121,226504.3625,27420,6170,61.62524851,887,2192,1306.5,253699.3843,10340,31805,129.9075995,12124,14070,1266.042275,200944.7324,58180,3505,81.92304056,1155,2807,1486.709797,246742.4832,6210,7299,10759,41210,1354.691094,231623.0177,131700,16410,91.49676009,1721,14449,1409.136833,165043.6769,33840,9694,243.3143656,9582,15301,1741.464539,143424.3207,65319,1073,5449,6000,1439.635833,212796.6032,12790,7820,94.50261033,1085,7232,1497.090994,186705.7652,13205,14342,16313,17420,1517.903846,297256.4664,72545,171240,7184,18842,1305.883145,291397.2501,273675,0
83,222.1299966,174.8759267,1740,6490,5455,1713.538038,187226.9433,8035,2715,118.9373997,298,4877,2008.866401,33922.92931,7730,339.5346601,4339,321,11290,2037.644376,11966.13261,13765,150.9665042,4282,4656,28240,2038.750885,11876.04187,29150,6075,80.12943863,2407,2399,2009.223401,48500.34198,22100,192.3216664,4928,5047,10870,2003.779209,45732.34776,30485,209.1921826,172.7455282,12914,1925,6375,1950.951373,102472.8008,12840,207.7532349,1786,4088,7485,2037.783567,10102.06672,8390,214.6331346,1615,6943,6055,2021.914946,24096.24793,8565,1040,207.9703729,165.627789,2238,2551,1941.618467,79793.66454,3910,144.480645,1658,2174,4160,2031.075721,11171.29595,5820,111.7803868,702,3294,5480,1378.008212,214874.1724,10550,116.2967947,488,2400,5215,1991.595398,65422.21214,16270,383.2722464,5771,5533,8440,2008.594787,36246.64149,12045,5145,108.3722832,1644,4683,1789.047436,264653.5452,9045,11825,356.4343215,742,1686,1463.684764,245311.5679,14680,33715,182.4926571,11970,13401,1905.620113,99002.7208,50470,10775,71.14511653,1223,1440,1491.399044,263488.3665,14960,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,9200,157.0064035,1241,9131,1912.713583,115158.1001,14280,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
157,327.431236,166.5594802,1035,6680,4560,1861.328947,134709.144,5775,1060,66.10200437,1085,5145,2008.137608,40320.46738,7455,300.934329,4900,1405,12900,1907.625969,133165.1,17780,108.8298415,4391,4397,14815,2025.953426,24925.39236,15510,720,53.10190416,2595,2422,2023.678161,31484.94867,10290,342.3883111,2421,10518,3055,1863.144026,192372.1789,5580,412.4751057,368.5909161,13574,1393,3310,1822.339879,178249.7863,5835,311.9979919,1441,2452,3780,1655.146825,76604.28135,4260,613.5006768,2344,7639,6025,2032.26556,16889.31039,6970,1355,275.2701546,284.6389023,2742,6016,1964.620629,69552.9837,4215,228.5345796,2624,4702,2665,1878.378987,140021.8976,4335,263.4495046,956,6176,4440,1951.760135,75388.62602,5630,232.7899483,987,6938,3745,1824.77036,162375.6562,5640,494.1920743,7672,6756,6345,1833.677699,114114.0435,2567955,14730,157.3780156,2651,6990,1439.565217,266107.7361,18870,2870,98.39763386,969,3431,1554.08046,201981.1142,4610,8910,457.3311941,12397,15285,1899.01349,120599.5816,22995,2845,348.7549204,1517,2979,1426.82852,172685.1962,5615,7256,11069,28405,1770.577011,229671.4734,100435,10305,130.5066786,1934,11520,1661.677871,171850.4032,19230,5355,517.8979831,9549,15135,1995.94062,57854.95545,22785,1204,7538,4475,1827.140782,177921.3388,7295,2650,319.9591509,1559,10227,1800.794381,164324.3932,6565,13644,14554,15135,1792.168484,235607.4226,35685,26465,8133,18264,1658.700201,173545.4684,61205,0
89,436.1922901,152.4263042,1335,5686,4955,1811.537841,165566.6239,5790,375,66.55114226,641,5329,1953.75,102718.1443,3615,121.2042522,239,154,855,1314.538012,341694.2953,2195,176.2783331,4136,4318,24855,2032.06377,17596.30835,26655,645,179.2315996,2317,2329,2010.440688,29695.88262,8780,185.5514586,1745,5435,2475,1858.957576,110195.7901,5090,195.6481168,425.479804,12730,890,2470,1815.647773,172495.2322,7555,184.4419567,1680,3075,3415,1982.320644,48215.75517,14915,847.1178583,1426,2120,2665,2040.840525,6857.518658,2725,2675,87.87964404,303.4269033,2292,2313,1662.658031,177828.2458,4605,160.2176932,1888,2064,1875,1551.250667,175583.2278,3495,130.4901689,947,4076,3650,1499.7,152578.3251,5670,145.8266721,649,4340,2855,1623.474606,86636.0427,4485,351.8181843,1754,11100,5400,1804.166667,104219.3593,7815,8355,162.0386223,2350,6090,1960.29098,79178.80379,13510,1185,265.0239641,765,3362,1996.003268,52473.57188,2715,5920,719.418119,12590,14629,1939.179532,94387.26331,17255,800,241.3847304,1290,3372,1981.300595,53995.67452,2480,5060,10039,13160,1945.932371,102953.6033,30980,2000,246.2725174,2119,11320,1974.846154,46559.20895,7395,1280,793.6730575,9528,15397,2019.172146,29940.57885,18010,989,5087,2875,1840.867826,200571.2869,4385,4115,244.7348282,771,7417,1714.598266,290554.934,7575,5293,5763,5765,1738.473547,208490.1608,36975,12575,7414,16900,1905.086939,97723.68136,36845,0
8,236.8763124,308.5759848,3171,7348,7440,1518.729839,157685.0372,12300,7020,215.627377,905,5115,1623.887076,108375.9729,22340,185.7719965,4175,741,24475,1314.98284,109466.6363,31490,181.6867432,6933,6121,38925,1864.222608,72793.01082,44610,1330,98.48849847,3272,2920,1934.159321,80445.4561,25495,180.9560584,2579,4018,4075,1515.679755,163155.5747,8115,237.1250614,205.6420128,13101,1902,5355,1661.929972,152461.6132,10695,116.9171759,1319,2886,8620,1831.758701,95885.82925,10615,91.74037303,1314,5034,11310,1629.264368,185990.0256,16120,3270,126.7257443,157.6906358,1748,2866,1321.0,184343.3126,7445,284.2289742,2500,2954,4945,1390.008089,249492.4084,7635,242.4116157,1013,6133,4685,1752.001067,94898.0715,6355,388.5796567,1525,5213,4965,1582.768379,125383.1588,6235,211.0171279,5931,5691,13055,1296.837227,184562.3416,20940,13200,126.010807,2284,4584,1173.020642,251312.2014,21920,1640,213.4776417,990,1801,1192.368952,139763.0877,4120,21740,273.8855867,12643,14905,1376.321769,191100.423,47970,2940,246.9728691,1728,3901,1183.97151,243349.398,6450,7288,10679,47190,1117.796885,177063.1756,174230,8780,160.4671055,1716,10853,1294.098616,169057.3795,23230,2044,357.1096039,9368,15778,1597.099868,61922.23657,32384,4228,4822,10575,1085.7513,233727.8086,31785,8575,89.1453155,1098,3533,1037.078431,204464.6162,14440,5778,5055,26260,1464.018469,242313.4835,59265,44185,8492,18176,1253.154541,193816.2765,108925,1
13,348.4757525,197.6914132,1739,7297,4305,1712.780488,113290.5825,5495,3060,63.7169391,925,4981,1866.270924,129629.401,15665,41.34302403,4363,726,10295,1868.118504,91859.5304,11855,61.03658739,3573,3994,43580,1783.919,91178.58821,46500,4960,48.08416182,4968,6100,1875.482799,72791.59752,39260,180.4589347,2111,6548,2390,1695.537657,200195.0226,5800,151.5565383,259.3741522,11882,1573,3185,1708.989011,214606.4536,8905,167.5538964,1179,3364,5530,1776.831826,45959.02597,6755,156.8451854,1125,4029,9375,1770.412267,28150.35324,10595,2330,100.654203,208.1073941,1578,3517,1760.57767,179731.1857,5420,118.0706482,2489,2629,3255,1651.892473,186541.4754,5965,332.6442065,1661,6069,5140,1775.794747,108548.5172,8109,75.94637089,650,4393,7470,968.3514056,105849.7098,11400,219.4597403,6470,6979,9740,1643.725359,248233.8121,14055,35605,69.19291889,1524,6118,1607.286241,242033.4463,45090,8695,52.33276427,706,2842,1384.165893,330530.8553,13005,26970,158.795971,11678,14782,1503.496789,272093.7614,46435,1295,314.5666801,1712,5633,1529.12758,281462.3402,3960,3648,16820,11445,927.1031018,108993.6958,37140,2905,225.8945365,1536,11589,1331.509841,144976.0797,10780,6975,204.9811833,9598,15684,1827.090224,66625.05603,40170,1246,8670,6510,1718.719662,250041.5166,16760,6830,180.2640647,1382,9718,1463.398858,325190.7471,12960,4104,4548,15935,1431.753373,349327.0964,50790,49240,6101,17344,1563.536368,224006.6311,96260,1
59,205.7658805,98.67915703,1643,8121,7840,1360.070791,156257.7278,12670,34905,115.3004562,1743,5508,1405.507171,304781.3003,60705,147.2378724,5270,1817,27845,1729.904651,304570.3143,35005,136.4211829,4214,4141,49920,1757.824219,243237.9498,77270,1925,56.4799576,2360,2501,2036.443004,14280.93553,51665,69.94153866,4670,2762,9165,874.0474632,195548.6595,22635,161.2722755,155.2265338,11816,1148,5905,1686.740051,262974.2296,15940,76.00713526,1323,2823,9225,1089.478049,295421.8408,19710,127.2855482,1841,4338,6845,2005.964207,38554.70946,15160,4830,125.7499448,226.3066827,2133,3692,1630.878843,271022.6851,7595,173.8065674,2521,4016,2850,1574.521053,344558.8741,7580,180.253987,778,4093,8775,1866.887179,209268.9491,15770,116.4400817,1100,3379,4790,1425.88309,335922.4456,17875,209.499798,7294,5707,7550,1934.415894,106845.8601,19965,17245,138.3959557,1979,3910,1489.18767,282683.128,22760,9310,265.7816755,719,3027,1773.468421,257695.0016,15010,48485,193.1423011,12439,14168,1705.606816,258771.4646,68730,1975,183.2152229,1874,4288,1819.796134,229301.614,4820,6828,10240,16690,1869.643499,155061.7039,236505,6940,151.5669438,1386,13643,1612.48,180428.1717,16690,22575,317.1492367,9372,15575,1564.181696,178980.6615,59725,1155,5424,5840,1923.879281,99420.10615,7925,3920,226.9524697,1556,9057,1923.212579,95408.7611,7895,10605,11337,19610,1567.36155,307968.9213,70965,73530,4625,14362,558.5954863,218550.9397,213105,1
158,189.318655,179.2328797,1969,6721,6025,1762.322822,149911.7539,12500,550,73.23087656,451,4885,2003.231507,44603.20805,4200,183.1788268,4282,675,5880,2017.503401,33594.35373,6585,397.3889435,4275,4378,12490,2029.088471,22401.00939,12890,620,164.5813442,2445,2549,2032.731801,16881.93245,9755,451.694206,1629,5917,2375,1926.854737,138525.2063,3105,318.2845177,406.8274398,13126,1767,2695,1936.860853,86734.96209,6485,575.6612344,2399,4327,4655,1906.723953,29247.0978,5150,624.1952873,1405,4763,3745,2028.471295,14380.17975,4260,3885,435.8417934,220.3212783,1892,4165,1828.812865,148583.5673,6450,251.2193746,2089,5788,2390,1833.6841,147350.3877,5015,230.0538662,642,5383,5235,1582.798472,264923.5592,7325,599.8739749,844,7742,3830,1978.805483,47966.0183,4360,446.864501,4257,7576,6065,1866.660346,154992.2309,9090,6445,154.1438727,1730,8989,1740.099573,242443.3215,9960,1410,256.2625078,1194,4714,1806.684332,253521.3589,3580,20265,255.2616868,12427,13998,1457.856646,152506.5802,43285,2385,186.9691851,4986,5512,1747.899177,304675.3581,4815,15440,10446,38165,1805.275514,184889.4078,109015,2605,246.9723572,1929,14610,1786.08244,145777.463,10065,8920,326.0606398,9600,15551,1903.998698,119632.4487,51165,1057,8349,3540,1779.579096,206037.0601,8010,2555,289.4410416,1334,11646,1625.397887,464754.1433,6815,3373,4184,15325,1738.512887,231629.7794,47775,19750,9415,19541,1816.020374,154092.4371,49690,0
131,140.555482,135.8626702,887,5565,3940,1871.65736,101226.9867,5670,495,36.10087588,222,4486,2028.524441,17591.9508,13690,35.89138794,3929,184,9500,1896.396316,47910.61293,10215,123.7228571,4229,4525,36070,2043.71791,4105.923336,36800,665,103.9979521,2381,2421,2033.672296,14555.3526,13100,176.7189186,2142,4274,2630,1856.705323,210576.744,7725,340.8866769,302.2736246,12756,633,2775,1874.733333,182546.3433,6080,278.8925757,1335,2102,2200,2017.315909,30295.51611,2840,467.3858177,2049,4390,5045,2007.809713,53244.12038,5570,1980,135.5118544,159.0373239,1806,2788,1895.606762,159493.8436,4790,95.18789786,1908,2379,2635,1831.275142,208837.3,7690,389.312627,990,7175,3045,1887.924466,98043.23567,4145,212.4470879,782,4034,3815,1682.61599,365270.3545,5530,241.5959244,5902,4547,7945,1828.564506,151542.8777,14345,11295,135.2662103,1919,4225,1896.670807,135356.491,14515,845,189.7972035,720,2521,1961.831418,79306.07886,2150,18595,270.1336425,12134,14270,1833.47305,195184.0647,34365,915,163.3474439,1325,3774,1992.211409,49580.75061,2405,7315,11138,16450,1941.118845,91240.73268,44665,4115,201.4288138,2033,12602,1928.196774,100625.3145,10315,4795,270.227843,9483,15526,2037.195026,8563.448586,63095,790,4884,3895,1904.757381,135041.5753,9950,3570,228.9047791,933,6618,1923.218085,120893.6945,7330,7042,6737,12135,1928.272353,126897.2785,40065,23480,7052,16575,1908.840032,107715.6349,48485,0
17,164.8758209,68.57163512,11195,7222,9255,1115.264722,115329.0223,22235,32005,256.6078002,2491,5407,1501.210631,160153.2095,44610,287.7331757,3893,1837,8235,1770.234366,148991.8249,17020,175.0966147,4451,4286,30975,1707.413398,126138.7055,46545,215,399.8689653,0,0,0.0,0.0,215,273.229945,7752,9969,7020,1635.777066,192733.2373,31125,255.4432687,132.747792,13249,1102,7000,1600.407143,149732.7714,25015,96.49674481,1286,3483,9550,1455.415183,132780.2449,23250,137.8126326,1230,7507,15005,1438.332889,223799.5383,31340,6985,84.19583016,68.26291492,1414,3100,1223.89911,183269.1812,13725,201.7714716,1560,2761,6340,1253.384858,176448.7793,10460,195.4823355,1267,4009,6055,1396.331131,86040.80447,8115,170.2618884,695,4578,8280,1181.585749,176165.4818,12945,143.2381545,8235,5239,11030,895.0702629,196991.4135,159635,61325,165.6514601,1211,4840,943.9216391,202772.5014,75235,45330,212.4695058,1942,11661,1186.869528,185683.1317,57095,48095,246.2705603,11887,12872,1180.521097,172177.8444,83290,12625,181.1341164,1233,2825,713.3836417,100071.1128,17760,7488,10287,31990,1594.154111,209770.3476,175375,12620,66.76448756,1131,5133,1093.659761,182726.6957,26860,23625,248.4015542,9615,15888,1333.199214,223124.911,99925,899,5591,5290,1121.145558,211889.2907,1489270,14965,141.4314865,1196,8207,906.8435829,151079.8218,22445,7527,6306,15700,1205.845223,249468.8843,52620,99615,10100,17011,930.7108558,159647.9542,153135,1
72,445.2977935,390.2699627,2044,7985,4000,1962.16,66635.2619,5560,1795,46.96861125,730,5380,1976.91607,62594.04618,6680,79.36742715,4272,286,3225,1987.257364,51802.00198,3625,76.9035613,4188,4232,18780,2020.632322,29009.44335,19485,14335,95.62142302,2160,2072,1885.235851,137575.4861,34390,326.6975772,1113,3920,1680,1842.657738,158252.8442,3915,213.2096778,418.3305974,13070,1374,2560,1795.609375,130758.0544,9555,704.6871238,1243,3469,1930,1996.186528,34699.19319,2190,456.5303112,2609,7512,7915,1996.595073,23901.19232,8825,465,266.9486007,122.2069345,1685,2415,2022.816456,18891.92834,3625,256.1108707,1541,2368,3095,2029.235864,14792.18346,3575,137.1093361,812,4907,6725,1763.171004,172867.8429,11735,433.8369693,641,2993,3515,2024.688478,11310.64122,3855,286.4869555,3160,3323,7120,1844.308989,131574.2894,9455,10520,82.0595605,2443,6257,1910.902844,92470.90459,26165,35955,72.85488217,1029,3140,1646.936327,236311.7119,42080,863930,351.6152141,11908,12494,1803.995203,120936.4381,882690,8655,94.13707106,1361,3195,1681.19375,185874.0437,11055,7342,10539,25625,1925.246829,98712.68737,61950,4715,226.8909685,2310,11230,1936.744822,82057.00862,10750,3465,315.1624919,9842,15957,2035.596475,15681.41403,36090,1140,6360,6610,1824.166415,202607.5396,16375,3290,146.7827339,746,4890,1816.01952,185929.1423,6620,6111,12469,15480,1890.544897,178878.6156,68550,20850,9602,17663,1863.915068,118890.3695,57350,1
